collection,contract,tokenId,buyer,seller,price_eth,marketplace,block,timestamp,txhash
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8295,0x9d604a517750eecea2ee5c883d491449808a3498,0x6cfdad0772edc2ea15076a9706ec7c1f0a791ac1,42.0,x2y2,19613791,1712613707,0x75db7d60b1fcd1d5301d529e73f8e32e232e8f513c48b6ead49828ac29942456
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6368,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0xa8e0681d9e870b457084fb9223f13401b20b4ad0,21.0,seaport,19594362,1712378435,0xd3d5c56ae1eef322102585bfc69cb178477833f50bb4061bf5901f132b81c8cf
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9619,0xf0e569de368adc35e3c928a2b3da4c0871645e01,0x0097b9cfe64455eed479292671a1121f502bc954,16.7,x2y2,19569011,1712071883,0x65a4c21948d4ad819b93e54a40ee448d74f8eb840bbfaf4e6d26e80d366cdafa
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9244,0x055e58c54a10fbed282052ae003980a12361c321,0x055e58c54a10fbed282052ae003980a12361c321,11.244373,seaport,19566685,1712043551,0x4eb59dd722d6bec6c08f3eea95a99f67f59c5e96429ff1cf00324398bc82244d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9244,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x055e58c54a10fbed282052ae003980a12361c321,12.060027,seaport,19566685,1712043551,0x4eb59dd722d6bec6c08f3eea95a99f67f59c5e96429ff1cf00324398bc82244d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,908,0xe4c2da717d52ad64640d62e292073ee204d13764,0x134a7948e1363a95ee17a23c63b927152c4021ec,14.269,seaport,19560787,1711972211,0x7b5a79e5410774f24d8cc6306f1c6b4588d73e7ed7cfdf40045143729272a04f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1411,0xc1809a8ccf6eca8aec70ce2d5004dcb7391a0dd0,0xc1809a8ccf6eca8aec70ce2d5004dcb7391a0dd0,11.268209,seaport,19558145,1711939967,0xff249a0d34b6c7e5016c9e005508651d0b2e44acd69bdeeca4f5f2302cabb370
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1411,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xc1809a8ccf6eca8aec70ce2d5004dcb7391a0dd0,12.085591,seaport,19558145,1711939967,0xff249a0d34b6c7e5016c9e005508651d0b2e44acd69bdeeca4f5f2302cabb370
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,269,0x5a6b8d19c8c789df7f97aad0e47565d245a10907,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,12.989,seaport,19557870,1711936631,0x1301be7c9008fc33c3b07aa4c915c6d3692fbc837c8619940dec243f7d358eec
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2413,0xb510a8f85a6216b065a6315002b6c75519768ba9,0x089be23d7eaf3cdcd18097f69dd5218389b02908,12.0,seaport,19546711,1711801007,0x15a37561a61e4f9cc0893a92a77eb2c0d5095711f56d5140c5a8465840284ee0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5920,0x738b6b43c94928f6accb0c941b9368878f0fd3b5,0x738b6b43c94928f6accb0c941b9368878f0fd3b5,11.916645,seaport,19545381,1711784783,0x3be25260173f0cc36c4d7e642d9d9abcd5823a503163ce0925a58c32450dfeb3
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5920,0x3e316f6abe52fc5cf70a6c9c0932dcb1fcbf3d62,0x738b6b43c94928f6accb0c941b9368878f0fd3b5,12.527755,seaport,19545381,1711784783,0x3be25260173f0cc36c4d7e642d9d9abcd5823a503163ce0925a58c32450dfeb3
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2008,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,11.760648,seaport,19545137,1711781795,0x272e2f25900ba24d45729d4f33d2b3c92658d89c87868f75255b98475a91a70a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2008,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,12.613752,seaport,19545137,1711781795,0x272e2f25900ba24d45729d4f33d2b3c92658d89c87868f75255b98475a91a70a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7953,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,11.573445,seaport,19545080,1711781099,0x6158f7daf3c3444f1fed35965ba36d7c98724c6659f3e4428171884f20d7c25a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7953,0x3e316f6abe52fc5cf70a6c9c0932dcb1fcbf3d62,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,12.166955,seaport,19545080,1711781099,0x6158f7daf3c3444f1fed35965ba36d7c98724c6659f3e4428171884f20d7c25a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3265,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,11.454936,seaport,19545077,1711781063,0xdaaf8426c61c8d179620b21047d85f1fa318bd6b301e066dcd4a1cc6351df440
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3265,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xa21a744957e0a483cfc2cebd312c2aeb24d53397,12.285864,seaport,19545077,1711781063,0xdaaf8426c61c8d179620b21047d85f1fa318bd6b301e066dcd4a1cc6351df440
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7453,0x3f9343a5b2d1ccad06a07219b7d74e3cbff1b8cb,0x4b25d8ba0910f41ceb3fe2ba48d3082ed12cd8e3,15.24091,seaport,19540255,1711722539,0x9496f920c681ffbb2fc8371a06c2ecb2c64acad001b7192a11e3f6c1d32a6485
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9619,0x0097b9cfe64455eed479292671a1121f502bc954,0x203e9365406b215c6d52fcf9a59242db952b0aec,16.171,seaport,19535851,1711669187,0x1f23b6aa47a98eb248606541b27e4423a7463ad6e4ff7df5d71c85d571a52186
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2781,0xc6e91d990d093e7820ab65f3ef2dc8018d0a3c42,0x782de3f99f9c73c125a5e6b494373a3c68a2a914,15.75,seaport,19531662,1711617407,0x54e58656a582dd757c38f244c29bc856ff091dc94255049db6b341b0f000a539
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9968,0xd8b9c8951dd24019ee4e0d5902ac18530f3f7b21,0x3f9343a5b2d1ccad06a07219b7d74e3cbff1b8cb,13.6,x2y2,19525230,1711537235,0xaa6ecc3f245c4e381eb6c119ae81b9a59f373c4a857a8211c826ec3a8f70c067
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6523,0x8be74a1fa04f840a94b17d9887363d863d448a77,0x8be74a1fa04f840a94b17d9887363d863d448a77,12.768113,seaport,19519532,1711467311,0xd347553c96a62797052e6a6f947a0518caac66f915bd4fea0ee283ff07fb3555
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6523,0x0097b9cfe64455eed479292671a1121f502bc954,0x8be74a1fa04f840a94b17d9887363d863d448a77,13.422887,seaport,19519532,1711467311,0xd347553c96a62797052e6a6f947a0518caac66f915bd4fea0ee283ff07fb3555
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4474,0x19bc4318a7a2096d395b12e80e290e1e883dbe82,0x19bc4318a7a2096d395b12e80e290e1e883dbe82,20.475,seaport,19515924,1711423475,0x0fd34883f4b44b0881e97e4cbc16cb5560786550154069b594478c38b5faf365
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4474,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x19bc4318a7a2096d395b12e80e290e1e883dbe82,21.525,seaport,19515924,1711423475,0x0fd34883f4b44b0881e97e4cbc16cb5560786550154069b594478c38b5faf365
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5174,0x134a7948e1363a95ee17a23c63b927152c4021ec,0x134a7948e1363a95ee17a23c63b927152c4021ec,22.425,seaport,19513129,1711389683,0x057cda0ce6e9a48eddf34b164e454f8fb1ccc39d2b49a3fc86cfa2821feac38d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5174,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x134a7948e1363a95ee17a23c63b927152c4021ec,23.575,seaport,19513129,1711389683,0x057cda0ce6e9a48eddf34b164e454f8fb1ccc39d2b49a3fc86cfa2821feac38d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,839,0x6c05da12487308ca8824c3741b3d6f89fc4b512b,0x6c05da12487308ca8824c3741b3d6f89fc4b512b,16.575,seaport,19512695,1711384427,0xe94e6dfb4e21770da672896570231bb47aebed565fa27ea5810a86368899306f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,839,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x6c05da12487308ca8824c3741b3d6f89fc4b512b,17.425,seaport,19512695,1711384427,0xe94e6dfb4e21770da672896570231bb47aebed565fa27ea5810a86368899306f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3878,0x063c5ba36e9a6d1787e23c9d8348adbf77de3d82,0x6d0267156f1c6ce44caa4bf129b76009d3d41830,16.0,x2y2,19509828,1711349363,0xa41147fd9bd859b83e95e645ed22bc41c516608f45ad0183c03b8bde466c0fb9
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,394,0xeba1435844c075d8f163fbdb128b27746c1ed169,0x11c87339c894a5384907eadcd31f7ad67338590c,15.99,seaport,19509628,1711346951,0x3d5d1edb4015ea11fcf6e7f69a3b54162d0e710442b18b4b9352e7fa03d0ec7d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5806,0xc5f8b5a145b699d6972d07105d353a053e6dfffa,0xc5f8b5a145b699d6972d07105d353a053e6dfffa,12.930937,seaport,19507703,1711323455,0x16078bdf9d0f63fb52d18e39402d2fb2b64ce3fdbdddedaed5cc4c1a616c6c54
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5806,0x1fee3385b22d69e93209db2042be58fcac57b59b,0xc5f8b5a145b699d6972d07105d353a053e6dfffa,13.594062,seaport,19507703,1711323455,0x16078bdf9d0f63fb52d18e39402d2fb2b64ce3fdbdddedaed5cc4c1a616c6c54
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8473,0x75b47299f9d44df5c597854bc98c444578e481b1,0x75b47299f9d44df5c597854bc98c444578e481b1,12.569125,seaport,19505364,1711295027,0xa50218d19c19db321dd8610e3bd99ba2af6ce16390a65efe944f961c32ea4f0e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8473,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x75b47299f9d44df5c597854bc98c444578e481b1,13.480875,seaport,19505364,1711295027,0xa50218d19c19db321dd8610e3bd99ba2af6ce16390a65efe944f961c32ea4f0e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8322,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x1d6bd644bf98b718e260ae53ea224465c7a72b40,20.0,seaport,19502245,1711257011,0x0cbc5028dec328df06c2545971574106b8c2f4e2867010a1779797d94e5c234c
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8609,0x73d30ba3dc4ffd17c28cc2d75d12e50df98f29cf,0x73d30ba3dc4ffd17c28cc2d75d12e50df98f29cf,13.286423,seaport,19501994,1711253963,0x8312d39f957c035d699c44076a46bbf8064680f1d6ed4059bccd27f79aa95c1c
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8609,0x1fee3385b22d69e93209db2042be58fcac57b59b,0x73d30ba3dc4ffd17c28cc2d75d12e50df98f29cf,13.967778,seaport,19501994,1711253963,0x8312d39f957c035d699c44076a46bbf8064680f1d6ed4059bccd27f79aa95c1c
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7277,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,22.425,seaport,19496994,1711193219,0x8cf3748f70d383a223ba9727ea32d667c3d869b785c325347729360688def4cd
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7277,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,23.575,seaport,19496994,1711193219,0x8cf3748f70d383a223ba9727ea32d667c3d869b785c325347729360688def4cd
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7214,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,22.425,seaport,19496994,1711193219,0x8cf3748f70d383a223ba9727ea32d667c3d869b785c325347729360688def4cd
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7214,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x73b444b0931de0283498e4dfe8d97e6ba723eac3,23.575,seaport,19496994,1711193219,0x8cf3748f70d383a223ba9727ea32d667c3d869b785c325347729360688def4cd
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2348,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0xe8377f53834d8213fc7ae5404e4f37f67da63f80,14.2188,seaport,19496299,1711184771,0x880a98dd6dfabfe0b203e3db5827e9cacc94858b7e6a75fe8834fa803bf4cc2d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9258,0xbbdac7ba85af15420afd1f4aa3313c3535b15cde,0xbbdac7ba85af15420afd1f4aa3313c3535b15cde,13.43745,seaport,19495176,1711171223,0x107e68261f687c1e250e39e65fca949c1f332b6f33193e7a1f0ead5a8f288bd2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9258,0x1fee3385b22d69e93209db2042be58fcac57b59b,0xbbdac7ba85af15420afd1f4aa3313c3535b15cde,14.12655,seaport,19495176,1711171223,0x107e68261f687c1e250e39e65fca949c1f332b6f33193e7a1f0ead5a8f288bd2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7232,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,0x0e20029447dbe48e27f8ad9d34d47a32bc713928,0.69,seaport,19493808,1711154627,0xb49626da98122677b9e21bd768939ab6656d1e4298f3fa64e7f51b3b081f8c6e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,67,0x0e20029447dbe48e27f8ad9d34d47a32bc713928,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,0.0,seaport,19493384,1711149491,0x56359ce85dca36e5d600a615cb55df34091fc1bf0db49e625192d2fd15429583
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9872,0x2db279e5e8d752dc0fc7de12829afe4b8cef4d84,0x2db279e5e8d752dc0fc7de12829afe4b8cef4d84,13.508456,seaport,19492602,1711140035,0x03c08bda7aac3dbb6af902361afdfae39174cc612b2a0ee5cd6995f21c2bb500
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9872,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x2db279e5e8d752dc0fc7de12829afe4b8cef4d84,14.488344,seaport,19492602,1711140035,0x03c08bda7aac3dbb6af902361afdfae39174cc612b2a0ee5cd6995f21c2bb500
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5952,0xb2f93d80cad1107b9f321230d72996ea70a514d4,0xce841f783dc6d9df256af36b1cf6b3a52aa57cdc,14.495,seaport,19491622,1711128119,0x792129700d15c63ded997fcc1913c6f15640e99672e71817c8ccb72a789a15c7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,67,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,0x1d6bd644bf98b718e260ae53ea224465c7a72b40,14.5,seaport,19486210,1711062623,0x7f102bb410380a6eb54deb383a99c07f4e102163b230f026ea72d3f30ce88c71
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8834,0x88f09bdc8e99272588242a808052eb32702f88d0,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,16.23,seaport,19486191,1711062395,0x6d7f0ce6418dd45e80128d7a627744ddbf89e8b9ce7ee0c99fa44b3816e79c08
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7222,0x7377f8f5ed7543209367a9c83cce3f21b1848a19,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,14.95,seaport,19486100,1711061291,0x8f091fc6b4f37194f2537d0e5b21527b3ffe28b8dab657702fbe8b84577f2a56
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4211,0x59e2198d16409cabd5cd5b5bcbe676cb8701d299,0xce841f783dc6d9df256af36b1cf6b3a52aa57cdc,14.495,seaport,19485963,1711059647,0x384d48ffebe7e3a8576ed4360d3f8d7f8a65acb5074b7f46fb68df197cee453b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8461,0x7a39df851dbda5233646ca2defa2a67c34d15c73,0xe9581fb58eb6fdcbd45fcba793149bab6b0e0c4b,29.0,seaport,19485668,1711056059,0x5d65fd88041861d37dcb0322bd19e51f4aa594c167737eee8cd85de56cd8d19d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4638,0x62f1f2d622741a186e712d09931e384d3f49d1fb,0x1d6bd644bf98b718e260ae53ea224465c7a72b40,14.15,seaport,19485061,1711048727,0xfb7220f408ac946caa8a7d257b8ff5f807d5bed2ccbbafef5d80bc087021ec26
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8003,0x7a6b049d83554da1175d65be3f6264a74a05ae17,0x7a6b049d83554da1175d65be3f6264a74a05ae17,13.477035,seaport,19482468,1711017155,0xb50e53f339c29f5e60b6523c6d31fbd378983238f2b0c11c05cdb527b41af6c0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8003,0x0097b9cfe64455eed479292671a1121f502bc954,0x7a6b049d83554da1175d65be3f6264a74a05ae17,14.168165,seaport,19482468,1711017155,0xb50e53f339c29f5e60b6523c6d31fbd378983238f2b0c11c05cdb527b41af6c0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1855,0x45a5340c78e665f121e76cd36aade25fc5da7ddb,0x45a5340c78e665f121e76cd36aade25fc5da7ddb,13.122915,seaport,19479800,1710984767,0x51322fb8d0d5ec047e5c8c02aac2fdc592e8895e042fe4e96195d4ffb9addcaf
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1855,0x1fee3385b22d69e93209db2042be58fcac57b59b,0x45a5340c78e665f121e76cd36aade25fc5da7ddb,13.795885,seaport,19479800,1710984767,0x51322fb8d0d5ec047e5c8c02aac2fdc592e8895e042fe4e96195d4ffb9addcaf
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5089,0x0ca6fe18b7370e99735d2b5b1b6928f78ab4725c,0x0ca6fe18b7370e99735d2b5b1b6928f78ab4725c,12.594075,seaport,19477771,1710960227,0xee9c7f60f0391c0ed3bfb659f26bd1b6f6e430c3ba7354d991799bb4f9b1c21a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5089,0x1fee3385b22d69e93209db2042be58fcac57b59b,0x0ca6fe18b7370e99735d2b5b1b6928f78ab4725c,13.239925,seaport,19477771,1710960227,0xee9c7f60f0391c0ed3bfb659f26bd1b6f6e430c3ba7354d991799bb4f9b1c21a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9563,0x13ffc3afdde405979711729ec6053e2ee395736f,0x2e7573445b46a305f6b80f86ba56e788b2db7e68,15.0,x2y2,19476695,1710947183,0x52d8ce3ae96c0ef317fa006946a5e6ba1fc12497b3560342b2c931fe9127e7ff
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2458,0x3820c123ca814d9e05c46f30e3b7bb3bab905af5,0x556d6617465fdb80652f01c6134bb9aa849f8f06,25.0,seaport,19476538,1710945287,0xb315c89401b8c74a740ea14075eb9060ebccda96cba5a8d12b38bc1925743254
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8279,0xb7a98544083a5f6dd3bcf267aba5a714e3f515f4,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,13.39899,seaport,19476131,1710940367,0x4bfa58b393256e72e994c26b56609e78d3bec0bbadaede4e8a19ca9744af2b50
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4566,0xb7a98544083a5f6dd3bcf267aba5a714e3f515f4,0xce841f783dc6d9df256af36b1cf6b3a52aa57cdc,13.99,seaport,19476094,1710939923,0x131cbb44e2d8be42363480624c2009a30419eddfb9961b0b6459e30813107dd6
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,796,0xd68615c82c613ca1f42fcdeaeddfa0e1d4c87e6d,0x7c1958ba95ab3170f6069dadf4de304b0c00000c,14.88,seaport,19475826,1710936707,0x60c6b8260fbca16049ddaf1fd32d47e80a346a72009503ba6063077388995655
